word,mean_ALL,sd_ALL,n_ALL,mean_M,sd_M,n_M,mean_F,sd_F,n_F
little,2.290322581,1.160274346,31,2.111111111,1.166666667,9,2.363636364,1.176979773,22
liver,2.34375,1.180742659,32,2.684210526,1.249561327,19,1.846153846,0.898717034,13
livestock,2.24137931,1.272095358,29,2.647058824,1.271867548,17,1.666666667,1.07308674,12
lizard,2.487804878,1.433909886,41,2.75,1.618153594,20,2.238095238,1.220850601,21
load,2.482758621,1.242712749,29,2.222222222,1.481365736,9,2.6,1.142481141,20
loaf,2.72972973,1.346779052,37,2.5,1.400549343,14,2.869565217,1.324741753,23
loafer,2.705882353,1.314935458,34,2.285714286,1.138728807,14,3,1.376494403,20
loan,2.162162162,1.323159382,37,2.307692308,1.250640861,13,2.083333333,1.380506103,24
loathing,1.65,0.921258893,40,2.076923077,1.187542172,13,1.461538462,0.706018086,26
lobby,2.317073171,1.192455961,41,2.2,1.264911064,15,2.384615385,1.168825841,26
lobe,2.882352941,1.14850907,34,3.416666667,1.083624669,12,2.590909091,1.098010795,22
lobster,3,1.330124344,27,2.818181818,1.328019715,11,3.125,1.360147051,16
local,2.233333333,1.040004421,30,2.333333333,1.23091491,12,2.166666667,0.923548145,18
loch,3.107142857,1.227441957,28,3,1.290994449,13,3.2,1.207121724,15
locksmith,2.295454545,1.001848186,44,2.222222222,1.114374293,18,2.4,0.912870929,25
lockup,2.057142857,1.186761712,35,2.4,1.646545205,10,1.92,0.953939201,25
locust,2.133333333,1.332183412,30,2,1.309307341,15,2.266666667,1.387014608,15
lode,2.52,1.262273082,25,2.833333333,1.403458931,12,2.230769231,1.091928428,13
lodge,2.384615385,1.168825841,26,1.777777778,1.092906421,9,2.705882353,1.104802351,17
log,2.230769231,1.305609201,26,2.4,1.577621275,10,2.125,1.147460965,16
logic,2.096774194,1.106189818,31,2.2,1.207121724,15,2,1.032795559,16
loner,1.783783784,0.916973741,37,1.571428571,0.937614462,14,1.913043478,0.900153698,23
longboat,2.324324324,1.375460611,37,2.3,1.525226472,20,2.352941176,1.221739358,17
look,2.323529412,1.006662299,34,2.461538462,1.050030525,13,2.238095238,0.995226703,21
looker,2.857142857,1.297127474,28,2.727272727,1.190874392,11,2.941176471,1.390619836,17
loom,2.263157895,1.082644673,38,2.142857143,1.062342425,21,2.411764706,1.121317502,17
loon,3.066666667,1.20153159,30,3.214285714,1.121713759,14,2.933333333,1.334523279,15
loony,3.21875,1.313315799,32,3.166666667,1.403458931,12,3.25,1.29269201,20
loop,2.236842105,1.125483933,38,2.157894737,1.118687619,19,2.315789474,1.157230006,19
loophole,2.275862069,1.13063041,29,2.428571429,1.283881478,14,2.133333333,0.990430402,15
loose,2.558823529,0.990597508,34,2.583333333,0.99620492,12,2.545454545,1.010764573,22
loot,3.157894737,0.834210065,19,3.2,0.918936583,10,3.111111111,0.78173596,9
lord,2.258064516,1.153768952,31,2.235294118,1.251469724,17,2.285714286,1.069044968,14
lordship,2.333333333,1.309307341,36,1.857142857,1.099450412,14,2.636363636,1.364357674,22
lore,2.772727273,1.342769639,22,2,1,5,3,1.369306394,17
loss,1.935483871,0.892019576,31,1.666666667,0.707106781,9,2.045454545,0.950051263,22
lotion,2.65625,1.38212961,32,2.533333333,1.407463101,15,2.764705882,1.393261092,17
lotto,2.827586207,1.104179253,29,3,0.942809042,10,2.736842105,1.194529441,19
lotus,2.862068966,0.953345161,29,2.857142857,0.949262293,14,2.866666667,0.990430402,15
lounge,2.509433962,1.049223917,53,2.684210526,1.056862841,19,2.411764706,1.047873664,34
louse,2.382352941,1.206414821,34,2.388888889,1.036900863,18,2.4,1.45405836,15
love,2.325,1.366025491,40,1.8,1.014185106,15,2.64,1.468559385,25
lovely,2.454545455,1.201325026,33,2.466666667,1.302013093,15,2.444444444,1.1490263,18
lover,2.533333333,1.195778013,30,2.363636364,1.206045378,11,2.631578947,1.211542924,19
low,1.575757576,0.751261565,33,1.461538462,0.660225292,13,1.65,0.812727701,20
lowdown,2.805555556,1.348426479,36,2.8,1.471960144,25,2.818181818,1.07871978,11
luck,2.774193548,1.383466116,31,2.555555556,1.424000624,9,2.863636364,1.390287896,22
lug,2.953488372,1.233529361,43,3.05,1.145931017,20,2.869565217,1.324741753,23
luggage,2.172413793,1.255529641,29,2.466666667,1.407463101,15,1.857142857,1.027105182,14
lull,2.5,1.138550085,28,2.3,1.159501809,10,2.611111111,1.144752164,18
lumber,2.682926829,1.273558487,41,2.789473684,1.512134157,19,2.590909091,1.05375026,22
lunch,2.424242424,1.199747448,33,2.411764706,1.175735064,17,2.4375,1.263262971,16
lunchtime,2.135135135,1.004494405,37,2.117647059,0.992619825,17,2.210526316,1.031662486,19
lung,1.815789474,0.83359408,38,2.047619048,0.804747816,21,1.529411765,0.799816155,17
lunge,2.36,1.036018018,25,2.285714286,0.951189731,7,2.388888889,1.092158623,18
lurch,2.974421437,1.213974952,821,3.023460411,1.197807208,341,2.941422594,1.227190065,478
lure,2.342105263,1.046908339,38,2.416666667,1.164500153,12,2.32,1.029563014,25
lush,2.871794872,1.21783862,39,2.9375,1.062622542,16,2.826086957,1.336623083,23
lust,2.823529412,1.24244598,34,3.181818182,0.981649817,11,2.652173913,1.335143699,23
lye,2.5,1.029563014,26,2.9,0.875595036,10,2.25,1.064581295,16
lyric,2.294117647,1.168511401,34,2.285714286,1.325987088,14,2.3,1.080935268,20
lyrics,2.264705882,1.16277681,34,2.166666667,0.937436867,12,2.318181818,1.286796082,22
mace,2.277777778,1.20974876,36,2.071428571,1.268814451,14,2.409090909,1.181568405,22
mach,2.53125,1.046788483,32,2.733333333,0.961150105,15,2.352941176,1.114740803,17
mackerel,2.76,1.479864859,25,2.642857143,1.33630621,14,2.909090909,1.700267359,11
madam,2.483870968,1.261506183,31,2.846153846,1.28102523,13,2.222222222,1.215369978,18
madhouse,2.833333333,1.341212353,30,3.166666667,1.527525232,12,2.611111111,1.195033295,18
madman,1.857142857,1.108409414,21,2.222222222,1.301708279,9,1.583333333,0.900336637,12
madness,2.222222222,1.184922109,45,2.105263158,1.242521488,19,2.307692308,1.158248014,26
maestro,2.837837838,1.323159382,37,2.894736842,1.328940131,19,2.777777778,1.352799083,18
mafia,2.361111111,1.245627272,36,2.272727273,1.348399725,11,2.4,1.224744871,25
maggot,3.029411765,1.359262146,34,3.125,1.392916864,24,2.8,1.316561177,10
magic,2.676470588,1.14734445,34,3.153846154,0.987096234,13,2.380952381,1.160869953,21
magnet,2.225806452,1.055451796,31,1.882352941,0.992619825,17,2.642857143,1.008208072,14
magpie,3.066666667,1.362890775,30,2.583333333,1.56427929,12,3.388888889,1.144752164,18
maid,2.028571429,1.042782316,35,2.5,0.854850414,14,1.714285714,1.055597326,21
maiden,2.441176471,1.283725083,34,2.588235294,1.460257834,17,2.294117647,1.104802351,17
mailman,1.967741935,0.982645103,31,1.8,1.014185106,15,2.125,0.957427108,16
main,1.9375,0.948258165,32,1.75,0.866025404,12,2.05,0.998683344,20
mainland,2.25,1.024695077,36,2.166666667,0.937436867,12,2.291666667,1.082636342,24
mainstream,2.181818182,1.102682679,33,2.153846154,1.344504484,13,2.2,0.951453182,20
major,1.783783784,0.916973741,37,1.8,0.941123948,15,1.772727273,0.922306538,22
make,1.857142857,1.007905261,28,1.866666667,0.990430402,15,1.846153846,1.068188018,13
maker,2.277777778,1.00316958,36,2.384615385,0.960768923,13,2.217391304,1.04257207,23
makeshift,2.121212121,1.293193135,33,1.944444444,1.349170648,18,2.428571429,1.222499691,14
male,2.117647059,1.037616905,34,1.818181818,0.873862898,11,2.260869565,1.096166515,23
malice,2.085714286,0.9508952,35,2.272727273,1.009049958,11,2,0.932504808,24
mall,2.105263158,1.196974744,19,1.888888889,1.166666667,9,2.3,1.251665557,10
malt,2.666666667,0.884086645,30,2.6,1.055597326,15,2.733333333,0.703731551,15
mama,2.846153846,1.084151565,26,3.222222222,1.301708279,9,2.647058824,0.931475742,17
mambo,3.25,1.295596939,36,2.846153846,1.214231845,13,3.47826087,1.309738531,23
mammal,2.277777778,1.20974876,36,2.714285714,1.325987088,14,2,1.069044968,22
mammoth,2.625,1.21291131,40,2.823529412,1.380004263,17,2.47826087,1.081647112,23
man,2.095238095,1.143582813,42,2.235294118,1.147247345,17,2,1.154700538,25
mandate,1.818181818,0.982806741,33,1.615384615,0.960768923,13,1.95,0.998683344,20
mane,2.193548387,0.980454141,31,2.416666667,0.99620492,12,2.052631579,0.970319776,19
manger,2.206896552,1.081642611,29,2.076923077,1.037749043,13,2.3125,1.138346754,16
mango,2.848484848,1.253026639,33,2.818181818,1.250454463,11,2.863636364,1.2834275,22
manhole,3.111111111,1.423250163,27,3,1.490711985,10,3.176470588,1.42457424,17
manhood,3.081081081,0.982581022,37,3.157894737,1.067872126,19,3,0.907485213,18
manor,2.185185185,0.962250449,27,2,0.894427191,11,2.3125,1.01447852,16
mansion,2,1,29,1.785714286,0.892582375,14,2.2,1.082325539,15
mansions,2.305555556,1.009085709,36,2.058823529,0.96634545,17,2.526315789,1.020262551,19
mantel,2.111111111,0.97914767,36,1.857142857,0.949262293,14,2.272727273,0.984731928,22
mantis,2.861111111,1.334225892,36,2.9375,1.340087062,16,2.8,1.361114095,20
mantle,2.421052632,1.003549887,38,2.785714286,0.892582375,14,2.208333333,1.020620726,24
manual,2.096774194,1.106189818,31,2.1,1.286683938,10,2.095238095,1.04425868,21
map,2.233333333,0.935260736,30,2.375,0.916125381,8,2.181818182,0.957992128,22
maple,2.342857143,1.136114564,35,2.363636364,1.286291357,11,2.333333333,1.090140265,24
marble,2.147058824,0.957659804,34,2,0.9258201,15,2.263157895,0.991189256,19
mare,2.366666667,1.159171325,30,2.454545455,0.934198733,11,2.315789474,1.293257368,19
margin,2,1.035098339,29,1.714285714,0.913873533,14,2.266666667,1.099783528,15
marine,2.184210526,0.982420154,38,2,1,9,2.24137931,0.987607948,29
market,2.043478261,1.191759143,46,2,1.105541597,19,2.074074074,1.268734255,27
marksman,1.941176471,0.982920092,34,1.833333333,0.937436867,12,2,1.023532631,22
maroon,2.744214373,1.223890746,821,2.906158358,1.235500693,341,2.627615063,1.205956114,478
marquee,2.242424242,1.199747448,33,2,1.109400392,14,2.421052632,1.261207071,19
marriage,2.695652174,1.019571327,23,2.75,0.88640526,8,2.666666667,1.112697281,15
marrow,1.972222222,1.230240653,36,1.846153846,1.405118847,13,2.043478261,1.147260011,23
marshal,2.121212121,1.139012065,33,2.153846154,0.898717034,13,2.1,1.293709477,20
mart,1.972972973,1.066835572,37,2,1.154700538,22,1.933333333,0.961150105,15
marvel,2.529411765,1.331103304,34,2.142857143,1.67616342,7,2.62962963,1.244932749,27
mascot,2.357142857,1.265324186,42,1.857142857,1.167320591,14,2.607142857,1.257254084,28
mash,2.72972973,1.216749966,37,2.705882353,1.046703509,17,2.75,1.371706582,20
mask,2.340909091,1.119451315,44,2.214285714,1.251372872,14,2.4,1.069966161,30
mass,1.897435897,1.020703364,39,1.684210526,1.002919714,19,2.1,1.020835571,20
massage,2.5,1.354006401,34,2.578947368,1.304513084,19,2.4,1.45405836,15
masses,2.038461538,1.148242805,26,2,1.348399725,12,2.071428571,0.997248963,14
masseuse,2.709677419,1.188656059,31,3.285714286,1.253566341,7,2.541666667,1.141287094,24
master,2.311111111,1.22144144,45,2.5625,1.459166429,16,2.172413793,1.071346466,29
mat,1.964285714,0.999338405,28,1.916666667,1.083624669,12,2,0.966091783,16
match,2.290322581,1.188656059,31,2.416666667,1.443375673,12,2.210526316,1.031662486,19
mate,2.825,1.059450753,40,3.052631579,0.911267994,19,2.619047619,1.160869953,21
math,2.026315789,1.196545526,38,2.277777778,1.363626461,18,1.8,1.00524938,20
matrix,2.55,1.108244165,40,3,1.12815215,12,2.357142857,1.061595086,28
matron,2.03030303,1.045372197,33,2,1.044465936,12,2.047619048,1.07126983,21
matter,2.37037037,1.04322533,27,2.266666667,1.162919151,15,2.5,0.904534034,12
mattress,2.25,1.16397539,32,1.857142857,1.214985793,7,2.36,1.150362262,25
maxim,2.571428571,1.170362294,35,2.357142857,1.215739272,14,2.7,1.174285897,20
May,2.115384615,1.107318313,26,2,1.279204298,12,2.214285714,0.974961256,14
mayday,2.529411765,1.331103304,34,2.461538462,1.330124344,13,2.571428571,1.362770288,21
mayhem,2.744186047,1.432497374,43,2.142857143,1.236354087,21,3.318181818,1.393398163,22
mayor,2.481481481,0.975482932,27,2.5,0.797724035,12,2.466666667,1.125462868,15
maze,2.5,1.347150628,28,2.181818182,1.07871978,11,2.705882353,1.490163828,17
meadow,2.428571429,1.372442306,28,2.583333333,1.56427929,12,2.3125,1.25,16
meal,2.088235294,1.111036836,34,1.833333333,0.937436867,12,2.227272727,1.192509087,22
mean,1.84375,1.019467761,32,1.823529412,1.014599312,17,1.866666667,1.060098827,15
meanie,2.942857143,1.349136045,35,3.111111111,1.450715397,18,2.764705882,1.251469724,17
meaning,2.181818182,1.220318602,22,2.4,1.173787791,10,2,1.279204298,12
meantime,1.828571429,0.95442358,35,1.538461538,0.776250026,13,2,1.023532631,22
measles,1.4375,0.715609373,32,1.625,0.916125381,8,1.375,0.646898957,24
measure,2.075,1.047279749,40,2.076923077,1.187542172,13,2.074074074,0.997146927,27
medal,2.363636364,1.167748416,33,2.461538462,1.265924209,13,2.3,1.128576187,20
median,2.357142857,1.026114055,28,2.5,1.069044968,8,2.3,1.031095483,20
medic,2.258064516,0.893224195,31,2,0.816496581,10,2.380952381,0.920662287,21
meet,2.666666667,1,27,2.75,1.288057029,12,2.6,0.736788398,15
meeting,1.586206897,0.945562621,29,1.5,1.08012345,10,1.631578947,0.895080773,19
melon,2.840909091,1.310834668,44,2.842105263,1.302269724,19,2.84,1.34412301,25
member,2.586956522,1.1269642,46,1.846153846,0.987096234,13,2.878787879,1.053493467,33
membrane,2.789473684,1.21160815,38,2.857142857,1.231455852,14,2.75,1.224744871,24
menace,2.090909091,1.182255164,33,2.214285714,1.4769288,14,2,0.942809042,19
menial,2.53125,1.135479862,32,2.470588235,1.067570083,17,2.6,1.242118007,15
menthol,2.206896552,1.081642611,29,2.625,1.060660172,8,2.047619048,1.07126983,21
mention,1.696969697,0.918043044,33,1.5,0.904534034,12,1.80952381,0.92838826,21
mentor,1.766666667,0.897634183,30,1.714285714,0.913873533,14,1.8125,0.910585892,16
menu,2,1.017095255,30,2.090909091,1.136181804,11,1.947368421,0.970319776,19
merchant,2.193548387,1.275914178,31,2.428571429,1.222499691,14,2,1.322875656,17
mere,2.444444444,1.054092553,36,2.307692308,1.031553471,13,2.52173913,1.081647112,23
meringue,3.041666667,1.197067673,24,3.090909091,1.375103302,11,3,1.08012345,13
merit,2.146341463,1.173903224,41,2.307692308,1.250640861,13,2.071428571,1.152407188,28
mermaid,2.655172414,1.395806527,29,2.6875,1.537042615,16,2.75,1.215431087,12
mesh,2.172413793,1.104179253,29,2.666666667,1.046536237,15,1.642857143,0.928782732,14
mess,2.36,0.994987437,25,2.1,0.875595036,10,2.533333333,1.060098827,15
message,1.795454545,1.047245456,44,1.866666667,1.245945806,15,1.75862069,0.950758059,29
metal,1.642857143,0.850292018,42,1.625,0.806225775,16,1.653846154,0.891843381,26
meter,2.344827586,1.289403574,29,2.214285714,1.311403912,14,2.466666667,1.302013093,15
methane,2.153846154,1.084151565,26,2.111111111,0.927960727,9,2.176470588,1.185078801,17
method,2.333333333,0.958926603,30,1.928571429,1.141138818,14,2.6875,0.602079729,16
mew,3.441176471,1.235612386,34,3.6,1.095445115,20,3.214285714,1.42389344,14
midair,2.444444444,0.96937224,36,2.307692308,0.947330933,13,2.52173913,0.994053466,23
midday,1.9375,0.913606819,32,1.75,1.164964745,8,2,0.834057656,24
middle,2.323529412,1.19900434,34,2,1.12815215,12,2.5,1.224744871,22
midget,3,1.393261092,35,3.333333333,1.496026483,15,2.75,1.29269201,20
midnight,2.325,1.141018438,40,2.25,1.188715053,24,2.4375,1.093541647,16
midst,2.230769231,1.157618664,39,2.058823529,1.197423705,17,2.363636364,1.135800726,22
midwife,2.444444444,0.998411437,36,2.461538462,1.126601424,13,2.409090909,0.959121171,22
mild,2.163265306,1.17875179,49,2.277777778,1.363626461,18,2.096774194,1.075634346,31
mildew,2.16,1.34412301,25,2.4,1.577621275,10,2,1.195228609,15
mile,2.0625,1.075759297,32,2,1,11,2.095238095,1.135991281,21
mileage,2.625,1.095941128,24,2.666666667,1,9,2.6,1.183215957,15
milestone,2.275,1.109111448,40,2.285714286,1.204387583,14,2.269230769,1.079173473,26
milk,2.230769231,1.142197612,26,1.5,1.224744871,6,2.45,1.050062655,20
milkman,2.722222222,1.385869734,36,2.533333333,1.552264091,15,2.857142857,1.276154939,21
milkshake,2.794117647,1.365803388,34,3.363636364,1.566698904,11,2.52173913,1.201119373,23
mill,2.305555556,0.950772451,36,2.15,0.988086934,20,2.5,0.894427191,16
million,2.028571429,1.124217749,35,2,1.195228609,15,2.05,1.099042646,20
millionth,2,1.05718828,35,2.260869565,1.096166515,23,1.5,0.797724035,12
millstone,2.222222222,0.800640769,27,2.2,0.788810638,10,2.235294118,0.831370237,17
mime,3,1.370688834,34,2.583333333,1.378954369,12,3.227272727,1.342769639,22
mimic,3,1.309307341,29,3,1.154700538,10,3,1.414213562,19
mince,2.833333333,1.205828756,30,3,1.348399725,12,2.722222222,1.127493605,18
mincemeat,3.133333333,1.306042544,30,3.461538462,1.050030525,13,2.882352941,1.452685141,17
mind,2.233333333,0.971430986,30,2.307692308,1.109400392,13,2.176470588,0.882843001,17
minefield,2.392857143,1.065947178,28,2.444444444,1.013793755,9,2.368421053,1.116070802,19
miner,2.189189189,1.023008576,37,2.25,1.288057029,12,2.125,0.899879219,24
mining,2.255813953,1.197080243,43,1.933333333,1.162919151,15,2.428571429,1.199647214,28
minion,3.321428571,1.278122797,28,3.125,1.642080562,8,3.4,1.142481141,20
mink,2.648648649,1.295638329,37,3.111111111,1.182663439,18,2.210526316,1.272746259,19
minor,1.926829268,0.932476378,41,1.928571429,0.997248963,14,1.925925926,0.916763787,27
mint,2.464285714,1.035737092,28,2.363636364,0.924416278,11,2.529411765,1.124591429,17
minute,2.323529412,0.944540556,34,2.294117647,0.919558718,17,2.352941176,0.996316746,17
mirage,2.310344828,1.16813185,29,2.416666667,1.164500153,12,2.235294118,1.200490096,17
mire,2.1875,1.176037634,32,1.818181818,1.167748416,11,2.45,1.145931017,20
mirror,2.256410256,1.117279325,39,2.222222222,1.114374293,18,2.285714286,1.146423008,21
mischief,2.548387097,1.090526163,31,2.3125,1.01447852,16,2.8,1.146423008,15
miser,2.307692308,1.245201953,52,2.4375,1.209338662,16,2.25,1.273353278,36
misfit,2.344827586,1.173391363,29,2.692307692,1.250640861,13,2.0625,1.062622542,16
mishap,2.5625,1.189673308,32,2.636363636,1.120064933,11,2.523809524,1.249761882,21
miss,2.275862069,1.278854167,29,2.846153846,1.405118847,13,1.666666667,0.816496581,15
missile,1.884615385,0.908930056,26,1.916666667,0.668557923,12,1.857142857,1.099450412,14
mission,2.1,0.922889017,30,2.333333333,0.816496581,6,2.041666667,0.954584666,24
missy,3.029411765,1.086704613,34,3.1,1.197219,10,3,1.063219066,24
mist,2.37037037,1.005681864,27,2.4,1.055597326,15,2.333333333,0.984731928,12
mister,2.555555556,0.87650098,36,2.571428571,0.851630627,14,2.523809524,0.92838826,21
mistress,2.666666667,1.136515141,33,3.166666667,0.857492926,18,2.066666667,1.162919151,15
mistrust,1.918918919,0.82926937,37,1.916666667,0.792961461,12,1.92,0.86216781,25
misuse,1.857142857,1.061155229,35,1.571428571,0.755928946,14,2.047619048,1.203170415,21
mite,1.914893617,1.138835928,47,1.789473684,1.228320776,19,2,1.088662108,28
mitt,2.4,1.217519175,35,2.833333333,1.466804401,12,2.173913043,1.029217439,23
mitten,2.6875,1.378112313,32,2.625,1.360147051,16,2.75,1.437590577,16
mix,2.15625,1.194324617,32,1.769230769,1.3634421,13,2.421052632,1.017392608,19
mixer,2.5625,1.134147399,32,2.636363636,1.361816968,11,2.523809524,1.030487633,21
mixture,2.551724138,0.948163898,29,2.588235294,0.870260272,17,2.5,1.087114613,12
moan,2.666666667,1.300887271,27,2.7,1.33749351,10,2.647058824,1.32009358,17
moat,2.714285714,1.273518253,35,2.384615385,1.386750491,13,2.909090909,1.1916012,22
mob,2.214285714,1.19743995,28,2.666666667,1.175139303,15,1.692307692,1.031553471,13
mobster,2.25,1.105182596,36,2.454545455,1.12815215,11,2.16,1.106044002,25
mocha,2.725,1.395735263,40,2.8,1.473576795,15,2.68,1.375984496,25
mock,2.837837838,1.236336738,37,3.263157895,1.097578408,19,2.388888889,1.243282604,18
mod,2.606060606,1.170987669,33,3,1.206045378,12,2.380952381,1.116968687,21
model,1.9375,1.075759297,32,2.2,1.316561177,10,1.818181818,0.957992128,22
